Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
TCS,EQ,26-Sep-22,"2,982.05","2,959.85","3,025.85","2,926.10","3,000.00","2,994.40","2,977.75","29,25,489","8,71,13,83,905.80","1,67,767","17,48,393",59.76
TCS,EQ,27-Sep-22,"2,994.40","3,009.40","3,025.00","2,976.00","3,024.40","3,017.45","3,005.33","22,27,447","6,69,42,21,179.95","1,31,328","13,69,166",61.47
TCS,EQ,28-Sep-22,"3,017.45","2,980.00","3,049.95","2,980.00","3,028.35","3,035.65","3,028.75","27,39,767","8,29,80,67,346.75","1,51,305","18,36,022",67.01
TCS,EQ,29-Sep-22,"3,035.65","3,054.00","3,055.85","2,990.00","3,010.00","2,997.30","3,009.23","24,93,902","7,50,47,29,874.70","1,33,642","16,17,742",64.87
TCS,EQ,30-Sep-22,"2,997.30","2,990.85","3,019.70","2,950.10","3,007.45","3,004.55","2,983.20","28,17,353","8,40,47,26,255.55","1,71,103","16,50,781",58.59
TCS,EQ,03-Oct-22,"3,004.55","2,995.00","3,020.70","2,974.00","2,988.00","2,984.95","2,994.74","17,63,331","5,28,07,09,075.05","1,07,448","10,30,275",58.43
TCS,BL,03-Oct-22,"3,365.05","3,004.55","3,004.55","3,004.55","3,004.55","3,004.55","3,004.55","11,54,754","3,46,95,16,130.70",1,-,-
TCS,EQ,04-Oct-22,"2,984.95","3,029.95","3,098.00","3,023.00","3,097.00","3,091.15","3,072.95","21,45,875","6,59,41,68,772.85","1,24,233","10,76,883",50.18
TCS,EQ,06-Oct-22,"3,091.15","3,111.00","3,124.00","3,092.45","3,093.00","3,101.95","3,107.06","17,90,816","5,56,41,64,291.95","1,19,572","11,04,816",61.69
TCS,EQ,07-Oct-22,"3,101.95","3,097.40","3,105.00","3,058.10","3,068.00","3,064.90","3,074.46","19,39,879","5,96,40,85,468.65","1,03,889","11,70,494",60.34
TCS,EQ,10-Oct-22,"3,064.90","3,010.00","3,127.00","3,005.00","3,124.00","3,118.55","3,093.78","30,64,063","9,47,95,26,762.85","1,66,518","11,84,324",38.65
TCS,EQ,11-Oct-22,"3,118.55","3,100.00","3,145.00","3,053.35","3,064.00","3,069.55","3,093.36","47,30,645","14,63,35,72,937.30","2,36,043","13,81,250",29.2
TCS,EQ,12-Oct-22,"3,069.55","3,084.90","3,109.90","3,062.05","3,099.00","3,100.75","3,094.12","16,65,247","5,15,24,68,426.60","1,03,190","7,23,677",43.46
TCS,EQ,13-Oct-22,"3,100.75","3,100.75","3,110.00","3,052.35","3,100.00","3,103.30","3,082.55","20,54,781","6,33,39,60,811.45","1,04,137","11,29,490",54.97
TCS,EQ,14-Oct-22,"3,103.30","3,145.00","3,150.00","3,071.00","3,101.00","3,099.15","3,116.51","22,45,977","6,99,96,11,483.40","1,18,456","10,86,310",48.37
TCS,EQ,17-Oct-22,"3,099.15","3,072.65","3,128.40","3,071.45","3,110.00","3,111.75","3,107.10","15,17,005","4,71,34,87,675.95","1,00,859","8,09,347",53.35
TCS,EQ,18-Oct-22,"3,111.75","3,150.00","3,155.35","3,128.55","3,137.00","3,144.70","3,143.06","17,93,722","5,63,77,73,526.75","94,404","11,37,170",63.4
TCS,EQ,19-Oct-22,"3,144.70","3,159.00","3,159.00","3,112.00","3,117.30","3,121.85","3,129.01","11,94,289","3,73,69,38,204.00","72,626","6,40,341",53.62
TCS,EQ,20-Oct-22,"3,121.85","3,105.00","3,160.00","3,105.00","3,157.95","3,157.30","3,144.51","15,87,601","4,99,22,27,693.10","94,048","9,29,125",58.52
TCS,EQ,21-Oct-22,"3,157.30","3,157.80","3,160.40","3,127.00","3,137.30","3,137.40","3,141.55","10,21,913","3,21,03,89,407.30","45,961","5,39,414",52.78
TCS,EQ,24-Oct-22,"3,137.40","3,170.10","3,178.00","3,155.00","3,155.00","3,161.70","3,166.78","2,60,949","82,63,68,581.35","25,561","1,47,148",56.39
TCS,BL,25-Oct-22,"3,004.55","3,161.70","3,161.70","3,161.70","3,161.70","3,161.70","3,161.70","7,51,017","2,37,44,90,448.90",1,-,-
TCS,EQ,25-Oct-22,"3,161.70","3,180.50","3,184.25","3,151.15","3,160.15","3,162.10","3,166.20","20,69,643","6,55,29,04,042.30","99,745","14,53,555",70.23
