Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
DRREDDY,EQ,26-Sep-22,"4,139.20","4,119.20","4,158.80","4,089.30","4,127.00","4,127.85","4,124.67","4,11,058","1,69,54,77,112.20","54,131","2,06,105",50.14
DRREDDY,EQ,27-Sep-22,"4,127.85","4,148.50","4,200.00","4,125.30","4,188.00","4,181.60","4,172.55","2,97,089","1,23,96,17,292.55","34,851","1,21,028",40.74
DRREDDY,EQ,28-Sep-22,"4,181.60","4,178.15","4,297.00","4,178.15","4,256.00","4,269.70","4,251.94","6,26,648","2,66,44,72,191.30","76,149","2,62,075",41.82
DRREDDY,EQ,29-Sep-22,"4,269.70","4,291.25","4,407.00","4,286.00","4,371.00","4,360.70","4,360.17","10,88,558","4,74,63,00,684.10","76,600","5,82,628",53.52
DRREDDY,EQ,30-Sep-22,"4,360.70","4,382.55","4,405.00","4,272.05","4,324.85","4,335.70","4,337.70","6,32,913","2,74,53,89,281.85","56,889","3,16,555",50.02
DRREDDY,BL,03-Oct-22,"4,156.85","4,335.70","4,335.70","4,335.70","4,335.70","4,335.70","4,335.70","1,49,492","64,81,52,464.40",1,-,-
DRREDDY,EQ,03-Oct-22,"4,335.70","4,315.00","4,439.00","4,312.40","4,419.05","4,419.65","4,400.49","6,95,258","3,05,94,77,348.40","75,510","3,59,200",51.66
DRREDDY,EQ,04-Oct-22,"4,419.65","4,446.00","4,449.90","4,376.05","4,414.00","4,413.95","4,411.38","3,08,654","1,36,15,91,049.25","36,644","1,21,217",39.27
DRREDDY,EQ,06-Oct-22,"4,413.95","4,436.05","4,447.95","4,369.90","4,400.00","4,397.55","4,404.56","2,46,239","1,08,45,74,775.65","33,444","1,34,394",54.58
DRREDDY,EQ,07-Oct-22,"4,397.55","4,390.00","4,408.55","4,372.00","4,384.00","4,376.65","4,387.06","2,67,773","1,17,47,34,931.75","23,456","1,69,018",63.12
DRREDDY,EQ,10-Oct-22,"4,376.65","4,350.00","4,388.00","4,320.00","4,380.00","4,380.00","4,364.77","2,43,749","1,06,39,07,453.15","35,119","1,39,683",57.31
DRREDDY,EQ,11-Oct-22,"4,380.00","4,387.00","4,388.00","4,252.00","4,284.00","4,282.75","4,283.15","2,97,382","1,27,37,32,649.15","35,871","1,46,619",49.3
DRREDDY,EQ,12-Oct-22,"4,282.75","4,300.00","4,310.00","4,215.05","4,241.00","4,241.15","4,247.17","2,94,020","1,24,87,51,957.15","33,062","1,17,059",39.81
DRREDDY,EQ,13-Oct-22,"4,241.15","4,249.95","4,309.00","4,241.30","4,269.00","4,254.65","4,266.77","3,02,784","1,29,19,09,619.80","31,665","1,31,680",43.49
DRREDDY,EQ,14-Oct-22,"4,254.65","4,305.00","4,340.00","4,263.05","4,306.10","4,310.80","4,313.24","2,48,801","1,07,31,37,960.80","33,169","1,31,484",52.85
DRREDDY,EQ,17-Oct-22,"4,310.80","4,305.00","4,374.00","4,282.50","4,340.00","4,335.20","4,341.74","2,10,140","91,23,73,570.65","22,569","80,932",38.51
