Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
MOTILALOFS,EQ,04-Sep-25,881.1,889.7,895,867.85,868,870.85,876.31,"5,31,433","46,56,98,378.60","28,560","2,17,994",41.02
MOTILALOFS,EQ,05-Sep-25,870.85,874.35,882.6,865.8,874,873.05,873.9,"6,28,011","54,88,21,183.35","38,425","2,16,224",34.43
MOTILALOFS,EQ,08-Sep-25,873.05,877.45,908.25,870.05,895.8,895,892.06,"8,05,095","71,81,89,586.00","38,780","3,29,289",40.9
MOTILALOFS,EQ,09-Sep-25,895,896,900.1,880.1,887,884.75,884.97,"4,71,558","41,73,16,491.20","28,726","2,42,196",51.36
MOTILALOFS,EQ,10-Sep-25,884.75,889.9,924.9,889,914.75,920,913.31,"15,13,502","1,38,22,90,565.55","72,663","6,88,295",45.48
MOTILALOFS,EQ,11-Sep-25,920,920,923.9,905,912,914.75,914.5,"6,66,552","60,95,62,719.60","30,846","2,75,113",41.27
MOTILALOFS,EQ,12-Sep-25,914.75,912.8,928.9,905,918,918,917.54,"5,91,125","54,23,82,695.80","29,846","2,43,096",41.12
MOTILALOFS,EQ,15-Sep-25,918,921.95,946.75,915.6,940,940.75,934.02,"8,88,127","82,95,26,840.00","38,305","4,09,589",46.12
MOTILALOFS,EQ,16-Sep-25,940.75,945,945,928.85,933.65,934.4,934.39,"4,55,315","42,54,41,492.35","29,492","2,35,744",51.78
MOTILALOFS,EQ,17-Sep-25,934.4,941,941.45,928.95,932,933.45,935.15,"4,91,544","45,96,66,581.95","29,512","2,85,919",58.17
MOTILALOFS,EQ,18-Sep-25,933.45,940,940.1,919.05,925.05,923.05,927.08,"4,78,648","44,37,45,313.50","24,789","2,55,689",53.42
MOTILALOFS,EQ,19-Sep-25,923.05,923.05,962,921.5,949.8,944.7,949.41,"23,60,368","2,24,09,67,121.30","70,310","10,84,614",45.95
MOTILALOFS,EQ,22-Sep-25,944.7,943.45,962,940.45,951,950.3,954.8,"7,66,897","73,22,35,124.35","33,526","3,95,416",51.56
MOTILALOFS,EQ,23-Sep-25,950.3,951,962,943.65,955,958.35,952.14,"6,84,313","65,15,63,501.25","29,453","4,36,485",63.78
MOTILALOFS,EQ,24-Sep-25,958.35,960,966.5,936.55,942.05,943.75,953.55,"4,77,688","45,54,97,899.85","28,141","2,64,906",55.46
MOTILALOFS,EQ,25-Sep-25,943.75,940,948,916.35,920,920.05,930.32,"5,45,291","50,72,94,757.40","31,119","3,20,346",58.75
MOTILALOFS,EQ,26-Sep-25,920.05,923,927.05,901.6,912.5,910.75,914.87,"5,76,550","52,74,66,392.15","35,733","2,56,050",44.41
