Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
DABUR,EQ,08-Jul-24,606.45,610.4,633,610.4,624.3,623.45,626.35,"72,79,634","4,55,96,06,198.15","1,09,764","30,63,945",42.09
DABUR,EQ,09-Jul-24,623.45,622.05,633.4,618.05,630.25,630.2,627.04,"26,65,679","1,67,14,86,510.45","66,316","11,77,902",44.19
DABUR,EQ,10-Jul-24,630.2,630,637.25,619.55,630,631.7,631.4,"28,82,570","1,82,00,44,821.15","62,915","14,50,744",50.33
DABUR,EQ,11-Jul-24,631.7,635.8,635.8,623.8,629,629.35,628.63,"15,88,742","99,87,36,851.00","31,563","8,58,225",54.02
DABUR,EQ,12-Jul-24,629.35,633.9,633.9,626,630.95,630,630.23,"16,30,043","1,02,73,09,145.35","31,674","10,33,405",63.4
DABUR,EQ,15-Jul-24,630,632.9,638.95,630.15,632,632.4,633.46,"10,91,279","69,12,78,711.60","34,743","5,23,130",47.94
DABUR,EQ,16-Jul-24,632.4,634,648.7,630,641.2,640.95,640.59,"29,60,104","1,89,62,25,550.30","59,499","11,05,394",37.34
DABUR,EQ,18-Jul-24,640.95,640.95,651,639.25,644.7,644.85,646.18,"31,61,993","2,04,32,20,669.70","65,806","10,94,503",34.61
DABUR,EQ,19-Jul-24,644.85,645,647.2,631.65,631.65,632.9,637.07,"21,76,993","1,38,68,98,596.25","71,106","11,55,776",53.09
DABUR,EQ,22-Jul-24,632.9,628.25,639.85,627.2,637.2,636.65,634.96,"13,65,836","86,72,45,192.10","42,211","6,95,364",50.91
DABUR,EQ,23-Jul-24,636.65,639.9,662.35,632.1,653,652.3,652.09,"71,95,533","4,69,21,17,632.80","1,24,950","35,00,198",48.64
DABUR,EQ,24-Jul-24,652.3,650,650,618.05,633.55,634.15,630.21,"83,40,915","5,25,64,99,623.05","1,34,498","46,66,525",55.95
DABUR,EQ,25-Jul-24,634.15,625.5,636.45,625,630.7,631.2,630.76,"18,31,371","1,15,51,48,053.40","67,381","8,36,302",45.67
DABUR,EQ,26-Jul-24,631.2,631.2,635.25,625.1,632.4,632.45,631.26,"14,69,979","92,79,35,091.45","48,534","8,85,700",60.25
DABUR,EQ,29-Jul-24,632.45,635.85,643.15,631.05,640.9,641.1,637.75,"22,40,896","1,42,91,41,846.20","67,383","13,44,560",60
DABUR,EQ,30-Jul-24,641.1,641.05,648.85,632.5,634.9,633.9,640.63,"30,20,230","1,93,48,63,161.40","98,861","18,30,600",60.61
DABUR,EQ,31-Jul-24,633.9,636.95,640.75,630,636.75,635.7,635.94,"27,69,613","1,76,12,95,384.55","85,107","20,45,540",73.86
DABUR,EQ,01-Aug-24,635.7,638.9,655.85,636.75,642.4,643.5,644.13,"68,52,547","4,41,39,40,637.90","1,27,616","29,32,618",42.8
DABUR,EQ,02-Aug-24,643.5,643.5,650,625,627,627.55,635.89,"41,23,973","2,62,23,96,169.90","93,222","17,46,182",42.34
DABUR,EQ,05-Aug-24,627.55,615,640,614.05,633,634,631.33,"47,71,981","3,01,26,98,612.00","1,01,690","17,99,172",37.7
DABUR,EQ,06-Aug-24,634,638,643,627,628.5,629.15,635.31,"18,54,542","1,17,82,18,049.00","44,680","8,13,744",43.88
DABUR,EQ,07-Aug-24,629.15,631.2,641.3,631.2,637.5,639.25,637.53,"17,88,865","1,14,04,47,373.40","37,318","11,08,976",61.99
DABUR,EQ,08-Aug-24,639.25,639,641.8,634.65,635.85,637.45,638.44,"15,28,269","97,57,14,698.90","37,132","9,51,332",62.25
DABUR,EQ,09-Aug-24,637.45,641.6,642.2,622.1,624.65,623.95,627.53,"26,79,620","1,68,15,37,704.90","48,534","17,96,518",67.04
DABUR,EQ,12-Aug-24,623.95,626.9,627.25,615.75,621.15,620.35,620.51,"11,39,283","70,69,41,680.55","30,019","5,73,503",50.34
DABUR,EQ,13-Aug-24,620.35,620.6,624.25,602.7,608,605.85,609.91,"26,91,122","1,64,13,39,708.05","52,758","15,31,430",56.91
DABUR,EQ,14-Aug-24,605.85,609.9,609.9,598.6,604.2,604.4,604.61,"20,12,408","1,21,67,15,438.95","67,139","10,94,766",54.4
DABUR,EQ,16-Aug-24,604.4,606.35,618.5,604.4,617.2,617.6,612.01,"12,59,712","77,09,56,346.35","33,796","7,39,858",58.73
DABUR,EQ,19-Aug-24,617.6,618,624.9,614.85,621.7,621.3,622.03,"23,32,398","1,45,08,30,744.30","37,278","16,62,363",71.27
DABUR,EQ,20-Aug-24,621.3,625.4,625.45,617.05,621,623.1,622.02,"13,40,039","83,35,35,106.10","32,240","8,93,333",66.66
DABUR,EQ,21-Aug-24,623.1,624.9,635.95,617.95,634.45,634.35,630.97,"21,05,395","1,32,84,43,022.85","48,463","13,50,456",64.14
DABUR,EQ,22-Aug-24,634.35,637,647.7,632.1,646.2,646.15,641.93,"34,52,342","2,21,61,50,930.20","54,527","13,95,650",40.43
DABUR,EQ,23-Aug-24,646.15,647.9,651.2,640.85,643.15,643.25,646.05,"34,61,642","2,23,63,86,833.35","60,407","15,35,712",44.36
